content,score,label,text_clean,text_stopword,text_tokenize,text_stemmed
"Ga ad yg bgs dri game ny,loading nya hrs 2 hari,ngebosenin,bkin hp penuh memory Rating 0/10,tlong Dong klw buat game itu loading nya g hrs 2 hrian,",1,negatif,ga ad yg bgs dri game ny loading nya hrs   hari ngebosenin bkin hp penuh memory rating      tlong dong klw buat game itu loading nya g hrs   hrian ,ga ad yg bgs dri game ny loading nya hrs ngebosenin bkin hp penuh memory rating tlong klw game loading nya g hrs hrian,"['ga', 'ad', 'yg', 'bgs', 'dri', 'game', 'ny', 'loading', 'nya', 'hrs', 'ngebosenin', 'bkin', 'hp', 'penuh', 'memory', 'rating', 'tlong', 'klw', 'game', 'loading', 'nya', 'g', 'hrs', 'hrian']",ga ad yg bgs dri game ny loading nya hrs ngebosenin bkin hp penuh memory rating tlong klw game loading nya g hrs hrian
"Game sangat bagus dari grafik,levelling karakter dan lainya tapi kalau mau main bikin akun baru sangat membosankan karena harus melihat cutsene dan dialog yang sama tolong developer update kedepannya tambahan skip cutsene dan dialog agar bisa memainkan gamenya dengan sangat nyaman.untuk levelling karakter dan senjata level tinggi statnya naiknya tidak terlalu signifikan terlalu sedikit padahal nyari item setengah mati karena drop item sangat sulit didapatkan tolong developer segera perbaiki!!",5,positif,game sangat bagus dari grafik levelling karakter dan lainya tapi kalau mau main bikin akun baru sangat membosankan karena harus melihat cutsene dan dialog yang sama tolong developer update kedepannya tambahan skip cutsene dan dialog agar bisa memainkan gamenya dengan sangat nyaman untuk levelling karakter dan senjata level tinggi statnya naiknya tidak terlalu signifikan terlalu sedikit padahal nyari item setengah mati karena drop item sangat sulit didapatkan tolong developer segera perbaiki  ,game bagus grafik levelling karakter lainya main bikin akun membosankan cutsene dialog tolong developer update kedepannya tambahan skip cutsene dialog memainkan gamenya nyaman levelling karakter senjata level statnya naiknya signifikan nyari item mati drop item sulit didapatkan tolong developer perbaiki,"['game', 'bagus', 'grafik', 'levelling', 'karakter', 'lainya', 'main', 'bikin', 'akun', 'membosankan', 'cutsene', 'dialog', 'tolong', 'developer', 'update', 'kedepannya', 'tambahan', 'skip', 'cutsene', 'dialog', 'memainkan', 'gamenya', 'nyaman', 'levelling', 'karakter', 'senjata', 'level', 'statnya', 'naiknya', 'signifikan', 'nyari', 'item', 'mati', 'drop', 'item', 'sulit', 'didapatkan', 'tolong', 'developer', 'perbaiki']",game bagus grafik levelling karakter lai main bikin akun bosan cutsene dialog tolong developer update depan tambah skip cutsene dialog main gamenya nyaman levelling karakter senjata level statnya naik signifikan nyari item mati drop item sulit dapat tolong developer baik
"Tolong ini kenapa mihoyo, pas login ngestak di ""memeriksa unduhan"" udh gitu lama lagi nungguin nya gimana gw mau login kalo kek gitu terus",1,negatif,tolong ini kenapa mihoyo  pas login ngestak di  memeriksa unduhan  udh gitu lama lagi nungguin nya gimana gw mau login kalo kek gitu terus,tolong mihoyo pas login ngestak memeriksa unduhan udh gitu nungguin nya gimana gw login kalo kek gitu,"['tolong', 'mihoyo', 'pas', 'login', 'ngestak', 'memeriksa', 'unduhan', 'udh', 'gitu', 'nungguin', 'nya', 'gimana', 'gw', 'login', 'kalo', 'kek', 'gitu']",tolong mihoyo pas login ngestak periksa unduh udh gitu nungguin nya gimana gw login kalo kek gitu
Sekarang sering mengalami kendala tidak bisa log in padahal penyimpanan masih mumpuni,2,negatif,sekarang sering mengalami kendala tidak bisa log in padahal penyimpanan masih mumpuni,mengalami kendala log in penyimpanan mumpuni,"['mengalami', 'kendala', 'log', 'in', 'penyimpanan', 'mumpuni']",alami kendala log in simpan mumpuni
"Pingnya merah terus padahal aplikasi lain lancar tanpa kendala. Pengen pake vpn buat ngatasin ping merah tapi takut di banned karena pake aplikasi pihak ke 3. Mau ngeluarin elemental reaction jadi susah gegara lag, padahal game nya dah bagus banget sampai masalah ini teratasi saya kasi bintang 2 dulu aja ya. Kalo udah beres baru saya naikin thank you... Ok pingnya dah kuning aj sekarang jd bintangnya sya naikin lg 2 biji seandainya bisa ijo terus pst lbih bagus",5,positif,pingnya merah terus padahal aplikasi lain lancar tanpa kendala  pengen pake vpn buat ngatasin ping merah tapi takut di banned karena pake aplikasi pihak ke    mau ngeluarin elemental reaction jadi susah gegara lag  padahal game nya dah bagus banget sampai masalah ini teratasi saya kasi bintang   dulu aja ya  kalo udah beres baru saya naikin thank you    ok pingnya dah kuning aj sekarang jd bintangnya sya naikin lg   biji seandainya bisa ijo terus pst lbih bagus,pingnya merah aplikasi lancar kendala pengen pake vpn ngatasin ping merah takut banned pake aplikasi ngeluarin elemental reaction susah gegara lag game nya dah bagus banget teratasi kasi bintang aja ya kalo udah beres naikin thank you ok pingnya dah kuning aj jd bintangnya sya naikin lg biji seandainya ijo pst lbih bagus,"['pingnya', 'merah', 'aplikasi', 'lancar', 'kendala', 'pengen', 'pake', 'vpn', 'ngatasin', 'ping', 'merah', 'takut', 'banned', 'pake', 'aplikasi', 'ngeluarin', 'elemental', 'reaction', 'susah', 'gegara', 'lag', 'game', 'nya', 'dah', 'bagus', 'banget', 'teratasi', 'kasi', 'bintang', 'aja', 'ya', 'kalo', 'udah', 'beres', 'naikin', 'thank', 'you', 'ok', 'pingnya', 'dah', 'kuning', 'aj', 'jd', 'bintangnya', 'sya', 'naikin', 'lg', 'biji', 'seandainya', 'ijo', 'pst', 'lbih', 'bagus']",pingnya merah aplikasi lancar kendala ken pake vpn ngatasin ping merah takut banned pake aplikasi ngeluarin elemental reaction susah gegara lag game nya dah bagus banget atas kasi bintang aja ya kalo udah beres naikin thank you ok pingnya dah kuning aj jd bintang sya naikin lg biji anda ijo pst lbih bagus
"Bintang 4 dulu karena baru main Terlalu berat buat hp mid end harusturunin grafik biar no lag, terlalu berat download datanya bagus nya di bagi kayak game sebelah!",4,positif,bintang   dulu karena baru main terlalu berat buat hp mid end harusturunin grafik biar no lag  terlalu berat download datanya bagus nya di bagi kayak game sebelah ,bintang main berat hp mid end harusturunin grafik biar no lag berat download datanya bagus nya kayak game sebelah,"['bintang', 'main', 'berat', 'hp', 'mid', 'end', 'harusturunin', 'grafik', 'biar', 'no', 'lag', 'berat', 'download', 'datanya', 'bagus', 'nya', 'kayak', 'game', 'sebelah']",bintang main berat hp mid end harusturunin grafik biar no lag berat download data bagus nya kayak game belah
"Baru mau coba download, tapi kasi aja bintang 5 untuk tampilan nya bikin ke inget game lost saga waktu Pertama kali main game di warnet😭",5,positif,baru mau coba download  tapi kasi aja bintang   untuk tampilan nya bikin ke inget game lost saga waktu pertama kali main game di warnet ,coba download kasi aja bintang tampilan nya bikin inget game lost saga kali main game warnet,"['coba', 'download', 'kasi', 'aja', 'bintang', 'tampilan', 'nya', 'bikin', 'inget', 'game', 'lost', 'saga', 'kali', 'main', 'game', 'warnet']",coba download kasi aja bintang tampil nya bikin inget game lost saga kali main game warnet
"saya main sudah 4 bulan tidak ada kendala, saat saya main lagi kok nge stuck di ""memeriksa update""? padahal penyimpanan saya masih banyak dan memori juga. sudah saya update di play store masih belum bisa dibuka..",1,negatif,saya main sudah   bulan tidak ada kendala  saat saya main lagi kok nge stuck di  memeriksa update   padahal penyimpanan saya masih banyak dan memori juga  sudah saya update di play store masih belum bisa dibuka  ,main kendala main nge stuck memeriksa update penyimpanan memori update play store dibuka,"['main', 'kendala', 'main', 'nge', 'stuck', 'memeriksa', 'update', 'penyimpanan', 'memori', 'update', 'play', 'store', 'dibuka']",main kendala main nge stuck periksa update simpan memori update play store buka
"Min kenapa update 4.2.1 untuk android malah jadi sering ngestak di login game?berkali"" gua kekgitu gk bisa masuk, padahal jaringan stabil",5,positif,min kenapa update       untuk android malah jadi sering ngestak di login game berkali  gua kekgitu gk bisa masuk  padahal jaringan stabil,min update android ngestak login game berkali gua kekgitu gk masuk jaringan stabil,"['min', 'update', 'android', 'ngestak', 'login', 'game', 'berkali', 'gua', 'kekgitu', 'gk', 'masuk', 'jaringan', 'stabil']",min update android ngestak login game kali gua kekgitu gk masuk jaring stabil
"Hampir ada update tiap hari, ini benar benar menyebalkan, mau main tapi harus download dulu terus.. lama !!!!",1,negatif,hampir ada update tiap hari  ini benar benar menyebalkan  mau main tapi harus download dulu terus   lama     ,update menyebalkan main download,"['update', 'menyebalkan', 'main', 'download']",update sebal main download
Tolong perbaiki masalah download data yang lama!!! Saya harus menunggu berjam-jam dengan menggunakan Internet sendiri!!!,1,negatif,tolong perbaiki masalah download data yang lama    saya harus menunggu berjam jam dengan menggunakan internet sendiri   ,tolong perbaiki download data menunggu berjam jam internet,"['tolong', 'perbaiki', 'download', 'data', 'menunggu', 'berjam', 'jam', 'internet']",tolong baik download data tunggu jam jam internet
"Terimakasih genshin impact karena telah banyak mengajarkan aku arti dari kekalahan ketidak beruntungan dan terasingkan juga rasa tidak di cintai, karena game ini aku sudah terlalu banyak merasa kesedihan karena tidak pernah mendapatkan keberuntungan dalam gacha, dan menyadarkan ku bahwa berharap pada suatu hal yang tidak pasti itu sangatlah bodoh, sekali lagi terimakasih atas penderitaan yang diberikan oleh game yang begitu saya cintai ini🙇",1,negatif,terimakasih genshin impact karena telah banyak mengajarkan aku arti dari kekalahan ketidak beruntungan dan terasingkan juga rasa tidak di cintai  karena game ini aku sudah terlalu banyak merasa kesedihan karena tidak pernah mendapatkan keberuntungan dalam gacha  dan menyadarkan ku bahwa berharap pada suatu hal yang tidak pasti itu sangatlah bodoh  sekali lagi terimakasih atas penderitaan yang diberikan oleh game yang begitu saya cintai ini ,terimakasih genshin impact mengajarkan arti kekalahan ketidak beruntungan terasingkan cintai game kesedihan keberuntungan gacha menyadarkan ku berharap bodoh terimakasih penderitaan game cintai,"['terimakasih', 'genshin', 'impact', 'mengajarkan', 'arti', 'kekalahan', 'ketidak', 'beruntungan', 'terasingkan', 'cintai', 'game', 'kesedihan', 'keberuntungan', 'gacha', 'menyadarkan', 'ku', 'berharap', 'bodoh', 'terimakasih', 'penderitaan', 'game', 'cintai']",terimakasih genshin impact ajar arti kalah tidak untung asing cinta game sedih untung gacha sadar ku harap bodoh terimakasih derita game cinta
Maaf mau nanya di hp ku kok gak bisa di mainin yaa Selalu muncul maaf penyimpanan tidak cukup Padahal masih sisa 70gb lo,2,negatif,maaf mau nanya di hp ku kok gak bisa di mainin yaa selalu muncul maaf penyimpanan tidak cukup padahal masih sisa   gb lo,maaf nanya hp ku gak mainin yaa muncul maaf penyimpanan sisa gb lo,"['maaf', 'nanya', 'hp', 'ku', 'gak', 'mainin', 'yaa', 'muncul', 'maaf', 'penyimpanan', 'sisa', 'gb', 'lo']",maaf nanya hp ku gak mainin yaa muncul maaf simpan sisa gb lo
"Lumayan bagus lah game ini, kalau bisa dibuat otomatis nya jalan sendiri biar lebih seru",4,positif,lumayan bagus lah game ini  kalau bisa dibuat otomatis nya jalan sendiri biar lebih seru,lumayan bagus game otomatis nya jalan biar seru,"['lumayan', 'bagus', 'game', 'otomatis', 'nya', 'jalan', 'biar', 'seru']",lumayan bagus game otomatis nya jalan biar seru
Bagus banget ya tapi sayangnya pas baru download itu loh loading nya lama banget sampai 4 hari ku tungguin tapi overall bagus lah tingkatkan terus,5,positif,bagus banget ya tapi sayangnya pas baru download itu loh loading nya lama banget sampai   hari ku tungguin tapi overall bagus lah tingkatkan terus,bagus banget ya sayangnya pas download loh loading nya banget ku tungguin overall bagus tingkatkan,"['bagus', 'banget', 'ya', 'sayangnya', 'pas', 'download', 'loh', 'loading', 'nya', 'banget', 'ku', 'tungguin', 'overall', 'bagus', 'tingkatkan']",bagus banget ya sayang pas download loh loading nya banget ku tungguin overall bagus tingkat
"Akhir-akhir ini log-in GI selalu stuck di loading, mau ganti akun juga nga bisa Gonta ganti jaringan wifi/data juga sama, ini kenapa ya?, kalau masalah performa hp ya, 3 bulan yg lalu ganti hp buat main genshin grafik sedang 60fps, main udah 3 bulanan aman aman aja, tapi hari ini tiba-tiba stuck di loading, kirain lagi ada maintenance jadi biarin tunggu 10 jam lebih log-in lagi tetap stuck, masa ia hp Xiaomi 12T main genshin grafik sedang 60fps tiga bulan udah ga mampu main? Udah 3thn loh main",2,negatif,akhir akhir ini log in gi selalu stuck di loading  mau ganti akun juga nga bisa gonta ganti jaringan wifi data juga sama  ini kenapa ya   kalau masalah performa hp ya    bulan yg lalu ganti hp buat main genshin grafik sedang   fps  main udah   bulanan aman aman aja  tapi hari ini tiba tiba stuck di loading  kirain lagi ada maintenance jadi biarin tunggu    jam lebih log in lagi tetap stuck  masa ia hp xiaomi   t main genshin grafik sedang   fps tiga bulan udah ga mampu main  udah  thn loh main,log in gi stuck loading ganti akun nga gonta ganti jaringan wifi data ya performa hp ya yg ganti hp main genshin grafik fps main udah bulanan aman aman aja stuck loading kirain maintenance biarin tunggu jam log in stuck hp xiaomi t main genshin grafik fps udah ga main udah thn loh main,"['log', 'in', 'gi', 'stuck', 'loading', 'ganti', 'akun', 'nga', 'gonta', 'ganti', 'jaringan', 'wifi', 'data', 'ya', 'performa', 'hp', 'ya', 'yg', 'ganti', 'hp', 'main', 'genshin', 'grafik', 'fps', 'main', 'udah', 'bulanan', 'aman', 'aman', 'aja', 'stuck', 'loading', 'kirain', 'maintenance', 'biarin', 'tunggu', 'jam', 'log', 'in', 'stuck', 'hp', 'xiaomi', 't', 'main', 'genshin', 'grafik', 'fps', 'udah', 'ga', 'main', 'udah', 'thn', 'loh', 'main']",log in gi stuck loading ganti akun nga gonta ganti jaring wifi data ya performa hp ya yg ganti hp main genshin grafik fps main udah bulan aman aman aja stuck loading kirain maintenance biarin tunggu jam log in stuck hp xiaomi t main genshin grafik fps udah ga main udah thn loh main
"quest di fontaine terlalu panjang jdi kurang enjoyable dan malah bikin males main, mekanismenya juga terlalu ribet jadi males explore",5,positif,quest di fontaine terlalu panjang jdi kurang enjoyable dan malah bikin males main  mekanismenya juga terlalu ribet jadi males explore,quest fontaine jdi enjoyable bikin males main mekanismenya ribet males explore,"['quest', 'fontaine', 'jdi', 'enjoyable', 'bikin', 'males', 'main', 'mekanismenya', 'ribet', 'males', 'explore']",quest fontaine jdi enjoyable bikin males main mekanisme ribet males explore
"Bagus semua kok keren grafik enak di lihat/dipandang jaringan lag juga ga terlalu lag amat kok gua aja sering kuning merah ,merahnya itu ga lag parah kayak lag charnya ga bisa di ganti doang sihh tapi paling malesnya di gacha 😮‍💨",5,positif,bagus semua kok keren grafik enak di lihat dipandang jaringan lag juga ga terlalu lag amat kok gua aja sering kuning merah  merahnya itu ga lag parah kayak lag charnya ga bisa di ganti doang sihh tapi paling malesnya di gacha    ,bagus keren grafik enak lihat dipandang jaringan lag ga lag gua aja kuning merah merahnya ga lag parah kayak lag charnya ga ganti doang sihh malesnya gacha,"['bagus', 'keren', 'grafik', 'enak', 'lihat', 'dipandang', 'jaringan', 'lag', 'ga', 'lag', 'gua', 'aja', 'kuning', 'merah', 'merahnya', 'ga', 'lag', 'parah', 'kayak', 'lag', 'charnya', 'ga', 'ganti', 'doang', 'sihh', 'malesnya', 'gacha']",bagus keren grafik enak lihat pandang jaring lag ga lag gua aja kuning merah merah ga lag parah kayak lag charnya ga ganti doang sihh malesnya gacha
"Gamenya sudah bagus, cuma permasalahannya ada di Gacha, kenapa ada akun yang selalu soft pity, dan ada akun yang selalu hard pity??, ini membuat beberapa player merasa bahwa Mihoyo pilih kasih",1,negatif,gamenya sudah bagus  cuma permasalahannya ada di gacha  kenapa ada akun yang selalu soft pity  dan ada akun yang selalu hard pity    ini membuat beberapa player merasa bahwa mihoyo pilih kasih,gamenya bagus permasalahannya gacha akun soft pity akun hard pity player mihoyo pilih kasih,"['gamenya', 'bagus', 'permasalahannya', 'gacha', 'akun', 'soft', 'pity', 'akun', 'hard', 'pity', 'player', 'mihoyo', 'pilih', 'kasih']",gamenya bagus masalah gacha akun soft pity akun hard pity player mihoyo pilih kasih
"Gak bisa main lagi gara2 butuh memori yang sangat beeesssaaarrr, apa harus ganti hp ???",2,negatif,gak bisa main lagi gara  butuh memori yang sangat beeesssaaarrr  apa harus ganti hp    ,gak main gara butuh memori beeesssaaarrr ganti hp,"['gak', 'main', 'gara', 'butuh', 'memori', 'beeesssaaarrr', 'ganti', 'hp']",gak main gara butuh memori beeesssaaarrr ganti hp
"Grafik bagus banget cerita menarik terutama story cerita setiap karakter ada yang lucu ada bikin kesel, ada juga bikin orang sedih dan ada juga buat orang salah tingkah karena cerita. terutama map juga luas bagaikan keliling dunia di dunia fantasi.",5,positif,grafik bagus banget cerita menarik terutama story cerita setiap karakter ada yang lucu ada bikin kesel  ada juga bikin orang sedih dan ada juga buat orang salah tingkah karena cerita  terutama map juga luas bagaikan keliling dunia di dunia fantasi ,grafik bagus banget cerita menarik story cerita karakter lucu bikin kesel bikin orang sedih orang salah tingkah cerita map luas keliling dunia dunia fantasi,"['grafik', 'bagus', 'banget', 'cerita', 'menarik', 'story', 'cerita', 'karakter', 'lucu', 'bikin', 'kesel', 'bikin', 'orang', 'sedih', 'orang', 'salah', 'tingkah', 'cerita', 'map', 'luas', 'keliling', 'dunia', 'dunia', 'fantasi']",grafik bagus banget cerita tarik story cerita karakter lucu bikin kesel bikin orang sedih orang salah tingkah cerita map luas keliling dunia dunia fantasi
"Gamenya bagus dan cocok untuk dimainkan, dari ceritanya dan grafiknya serta karakter yang bagus, pokoknya complete",5,positif,gamenya bagus dan cocok untuk dimainkan  dari ceritanya dan grafiknya serta karakter yang bagus  pokoknya complete,gamenya bagus cocok dimainkan ceritanya grafiknya karakter bagus pokoknya complete,"['gamenya', 'bagus', 'cocok', 'dimainkan', 'ceritanya', 'grafiknya', 'karakter', 'bagus', 'pokoknya', 'complete']",gamenya bagus cocok main cerita grafik karakter bagus pokok complete
"seru game nya,bisa dapet teman dari luar negeri,cuman makan banyak penyimpanan,tapi gak papa,aku suka the best deh pokoknya!!!👍👍",5,positif,seru game nya bisa dapet teman dari luar negeri cuman makan banyak penyimpanan tapi gak papa aku suka the best deh pokoknya     ,seru game nya dapet teman negeri cuman makan penyimpanan gak papa suka the best deh pokoknya,"['seru', 'game', 'nya', 'dapet', 'teman', 'negeri', 'cuman', 'makan', 'penyimpanan', 'gak', 'papa', 'suka', 'the', 'best', 'deh', 'pokoknya']",seru game nya dapet teman negeri cuman makan simpan gak papa suka the best deh pokok
"Game kesayangan, grafiknya bagus bgt tp karna device tak memupuni jdi sy rata kanan, tp gapapa, dari segi grafik ya oke lah, tp dari segi quest dan lore tuh mantap banget, sampe kadang ngerjain quest tuh suka merinding saking terpukau dan saking masuknya perasaan ke story nya (apalagi quest 'kita akan bertemu lagi' pas patung the seven yg dibalik itu bikin merinding, oh ya, HOYO BAIK DIKIT LAHHH MASA W DAH NABUNG EH MALAH KE SPOOK 😁❗",5,positif,game kesayangan  grafiknya bagus bgt tp karna device tak memupuni jdi sy rata kanan  tp gapapa  dari segi grafik ya oke lah  tp dari segi quest dan lore tuh mantap banget  sampe kadang ngerjain quest tuh suka merinding saking terpukau dan saking masuknya perasaan ke story nya  apalagi quest  kita akan bertemu lagi  pas patung the seven yg dibalik itu bikin merinding  oh ya  hoyo baik dikit lahhh masa w dah nabung eh malah ke spook   ,game kesayangan grafiknya bagus bgt tp karna device memupuni jdi sy kanan tp gapapa segi grafik ya oke tp segi quest lore tuh mantap banget sampe kadang ngerjain quest tuh suka merinding saking terpukau saking masuknya perasaan story nya quest bertemu pas patung the seven yg dibalik bikin merinding oh ya hoyo dikit lahhh w dah nabung eh spook,"['game', 'kesayangan', 'grafiknya', 'bagus', 'bgt', 'tp', 'karna', 'device', 'memupuni', 'jdi', 'sy', 'kanan', 'tp', 'gapapa', 'segi', 'grafik', 'ya', 'oke', 'tp', 'segi', 'quest', 'lore', 'tuh', 'mantap', 'banget', 'sampe', 'kadang', 'ngerjain', 'quest', 'tuh', 'suka', 'merinding', 'saking', 'terpukau', 'saking', 'masuknya', 'perasaan', 'story', 'nya', 'quest', 'bertemu', 'pas', 'patung', 'the', 'seven', 'yg', 'dibalik', 'bikin', 'merinding', 'oh', 'ya', 'hoyo', 'dikit', 'lahhh', 'w', 'dah', 'nabung', 'eh', 'spook']",game sayang grafik bagus bgt tp karna device memupuni jdi sy kanan tp gapapa segi grafik ya oke tp segi quest lore tuh mantap banget sampe kadang ngerjain quest tuh suka merinding saking pukau saking masuk asa story nya quest temu pas patung the seven yg balik bikin merinding oh ya hoyo dikit lahhh w dah nabung eh spook
Ada bug saat ingin pindah akun terjadi di screen loding yang dimana gambar screen loding tidak tampil.. Saya sdh tunggu beberapa saat tapi tetap saja seperti itu mohon di perbaiki,2,negatif,ada bug saat ingin pindah akun terjadi di screen loding yang dimana gambar screen loding tidak tampil   saya sdh tunggu beberapa saat tapi tetap saja seperti itu mohon di perbaiki,bug pindah akun screen loding dimana gambar screen loding tampil sdh tunggu mohon perbaiki,"['bug', 'pindah', 'akun', 'screen', 'loding', 'dimana', 'gambar', 'screen', 'loding', 'tampil', 'sdh', 'tunggu', 'mohon', 'perbaiki']",bug pindah akun screen loding mana gambar screen loding tampil sdh tunggu mohon baik
until player baru tolonglah gengsinh jng update mulu harusnya Ada vitur tunda update untuk plyer baru quest yg awal aja belum udh update lagi,4,positif,until player baru tolonglah gengsinh jng update mulu harusnya ada vitur tunda update untuk plyer baru quest yg awal aja belum udh update lagi,until player tolonglah gengsinh jng update mulu vitur tunda update plyer quest yg aja udh update,"['until', 'player', 'tolonglah', 'gengsinh', 'jng', 'update', 'mulu', 'vitur', 'tunda', 'update', 'plyer', 'quest', 'yg', 'aja', 'udh', 'update']",until player tolong gengsinh jng update mulu vitur tunda update plyer quest yg aja udh update
"Game nya bagus tapi kenapa ping nya selalu jelek, susah buat explore. Dulu awal main suka banget tapi makin lama mulai kesal kalau main ni game karna jaringan selalu ngelag padahal jaringan di sini bagus"" aja.",3,negatif,game nya bagus tapi kenapa ping nya selalu jelek  susah buat explore  dulu awal main suka banget tapi makin lama mulai kesal kalau main ni game karna jaringan selalu ngelag padahal jaringan di sini bagus  aja ,game nya bagus ping nya jelek susah explore main suka banget kesal main ni game karna jaringan ngelag jaringan bagus aja,"['game', 'nya', 'bagus', 'ping', 'nya', 'jelek', 'susah', 'explore', 'main', 'suka', 'banget', 'kesal', 'main', 'ni', 'game', 'karna', 'jaringan', 'ngelag', 'jaringan', 'bagus', 'aja']",game nya bagus ping nya jelek susah explore main suka banget kesal main ni game karna jaring ngelag jaring bagus aja
Makin lama main game nya kalo mau draw rate on ato rate of pasti dapat di hard pity terus gak asik,1,negatif,makin lama main game nya kalo mau draw rate on ato rate of pasti dapat di hard pity terus gak asik,main game nya kalo draw rate on ato rate of hard pity gak asik,"['main', 'game', 'nya', 'kalo', 'draw', 'rate', 'on', 'ato', 'rate', 'of', 'hard', 'pity', 'gak', 'asik']",main game nya kalo draw rate on ato rate of hard pity gak asik
"Game rusak jaringan 4g full youtube tiktok lancar main game lain lancar main ni game ping 500-600 parah, bolak balik memeriksa update lgi mana loading nya lama",1,negatif,game rusak jaringan  g full youtube tiktok lancar main game lain lancar main ni game ping         parah  bolak balik memeriksa update lgi mana loading nya lama,game rusak jaringan g full youtube tiktok lancar main game lancar main ni game ping parah bolak memeriksa update lgi loading nya,"['game', 'rusak', 'jaringan', 'g', 'full', 'youtube', 'tiktok', 'lancar', 'main', 'game', 'lancar', 'main', 'ni', 'game', 'ping', 'parah', 'bolak', 'memeriksa', 'update', 'lgi', 'loading', 'nya']",game rusak jaring g full youtube tiktok lancar main game lancar main ni game ping parah bolak periksa update lgi loading nya
Semoga Update seterusnya Ceritanya Semakin Menarik Kualitasnya Juga Makin Baik dan tambahan fitur lainnya,5,positif,semoga update seterusnya ceritanya semakin menarik kualitasnya juga makin baik dan tambahan fitur lainnya,semoga update ceritanya menarik kualitasnya tambahan fitur,"['semoga', 'update', 'ceritanya', 'menarik', 'kualitasnya', 'tambahan', 'fitur']",moga update cerita tarik kualitas tambah fitur
Saya Rating sendiri ini game yang sangat bagus untuk seperangkat mobile karena belum ada game yang sebagus ini slama ini di mobile kecuali genshin impact Hehe boleh gak kasih furina 😁😁😁,5,positif,saya rating sendiri ini game yang sangat bagus untuk seperangkat mobile karena belum ada game yang sebagus ini slama ini di mobile kecuali genshin impact hehe boleh gak kasih furina    ,rating game bagus seperangkat mobile game sebagus slama mobile kecuali genshin impact hehe gak kasih furina,"['rating', 'game', 'bagus', 'seperangkat', 'mobile', 'game', 'sebagus', 'slama', 'mobile', 'kecuali', 'genshin', 'impact', 'hehe', 'gak', 'kasih', 'furina']",rating game bagus perangkat mobile game bagus slama mobile kecuali genshin impact hehe gak kasih furina
hallo hoyoo ini saya lagi download genshin kok selalu naik turun ya saat download dari 1mb/0kb padahal koneksi saya bagus saya coba download apk lain kecepatan nya 1mb per detik kan aneh....,1,negatif,hallo hoyoo ini saya lagi download genshin kok selalu naik turun ya saat download dari  mb  kb padahal koneksi saya bagus saya coba download apk lain kecepatan nya  mb per detik kan aneh    ,hallo hoyoo download genshin turun ya download mb kb koneksi bagus coba download apk kecepatan nya mb detik aneh,"['hallo', 'hoyoo', 'download', 'genshin', 'turun', 'ya', 'download', 'mb', 'kb', 'koneksi', 'bagus', 'coba', 'download', 'apk', 'kecepatan', 'nya', 'mb', 'detik', 'aneh']",hallo hoyoo download genshin turun ya download mb kb koneksi bagus coba download apk cepat nya mb detik aneh
Aku suka sama gamenya cuman knpa di quest tertentu lag trus jadi macet gk bisa udh direstart hp nya kalau ulang quest/dominan gk bisa juga padahal hp ku 8/124 Sedih rasanya🥲,3,negatif,aku suka sama gamenya cuman knpa di quest tertentu lag trus jadi macet gk bisa udh direstart hp nya kalau ulang quest dominan gk bisa juga padahal hp ku       sedih rasanya ,suka gamenya cuman knpa quest lag trus macet gk udh direstart hp nya ulang quest dominan gk hp ku sedih,"['suka', 'gamenya', 'cuman', 'knpa', 'quest', 'lag', 'trus', 'macet', 'gk', 'udh', 'direstart', 'hp', 'nya', 'ulang', 'quest', 'dominan', 'gk', 'hp', 'ku', 'sedih']",suka gamenya cuman knpa quest lag trus macet gk udh direstart hp nya ulang quest dominan gk hp ku sedih
