content,score,label
Bgs sih tpi loadingnya lama jadi tolong di benerkan padahal aku sudah Memakai WIFI,3,negatif
"Aku suka banget sama game nya, Quest Arkhon nya juga menarik, alur ceritanya juga keren ngk game nya doang yang keren",5,positif
Game nya keren story nya pun bagus.. gamplay boss nya juga bagus.. xuman tolong grafiknya agak di turunin optimalkan lagi.. biar hp mid/low game bisa lebih enak lagi bermain wkwkw,4,positif
Pastinya sangat seru apalagi saya memang menyukai game rpg dan open world saran cuma satu sih karena ini ada di handphone saran sebisa mungkin file genshin nya si kompres se kecil mungkin karena terkadang saya juga harus terpaksa hapus beberapa aplikasi,5,positif
"ada bug saat saya mah melakukan event freminet, debugging motherboard. di stage pertama saya tidak bisa membelokkan jalannya. saya harap developer bisa memperbaiki ini. karena saya benar benar menginginkan freminet... dan primo...",3,negatif
Semakin tinggi level char semakin boring semua area map musuh ngikut level juga buang waktu cuman buat ngalahin monster,1,negatif
Dari keseluruhan sudah bagus. Tapi tolong untuk developer untuk menambahkan fitur skip cutsene agar tidak membuang banyak waktu dan sangat bermanfaat untuk speed run,5,positif
Setelah update jaringan malah terasa berat banget,5,positif
Saya tidak bisa login karena jaringan eror padahal jaringan saya baik baik saja.. Mohon dibantu cara mengatasinya(dengan kode error 9017),2,negatif
Cara farming artefaknya ndak menyenangkan tolong dicarikan alternatif yang lebih baik untuk farming artefaknya karena stat nya sangat sulit mendapatkan yang bagus,2,negatif
"Overall ini game bagus ya, tp kurangnya cmn pas farming arte sih ngerasa bgt kalo try hard🤗.Bener""mikir, ini kapan ya dpt arte bagus, dh ngekos lama bgt di domain inisial ""momiji"" sama ""crimson""☺. Ga cmn domain itu doang tp yg lain juga lho😁.Pas butuh HP malah di kasih CDM/CR giliran cari CDM/CR di kasih HP ama stat yg paling berkuasa yaitu DEF👑 Gatau lagi saya sudah lelah:)",4,positif
"Game bagus kekurangan skip bicara soalnya ada juga yang suka enggak pake cakap cakap, terima kasih",5,positif
"mohon untuk diperbaiki ya hoyoverse soalnya pas masuk stuk di ""memeriksa update"" terus ,padahal wifi masih lancar dan bagus dan kuoata dan ram masih banyak, jadi mohon sekali hoyoverse perhatiannya juga diperbaiki bug nya ya. kali ini ada masalah lagi dimana dikasih petunjuk untuk menggosongkan beberapa data dan saya sudah menggosongkan beberapa data tetapi tetap tidak bisa,jadi mohon perhatian nya ya hoyoverse.terimakasih:3",3,negatif
"Ini knp memeriksa update trus, pdahal selama 5 bulan maen g kenapa-kenapa, data game jga g ada yg dihapus masih lengkap",2,negatif
Sejauh ini suka banget sama genshin impact karena open world dan Quest Quest yang menarik semakin semangat main game ini👍,5,positif
Hallo saya player baru di genshin jadi untuk awal karena ini pertama kali nya saya main game ini saya kasih rating 4 bitang terlebih dahulu karena menurutnya cukup banyak data yang harus di download 😅,4,positif
"Saya suka dengan game Genshin Impact , grafiknya bagus, alur ceritanya seru di tambah event2 yg menarik... Mantapp👍",5,positif
Gamenya bagus dan alur cerita keren dan bisa menyentuh hati walau agak leg dikit masalah jaringan :v. Tapi masih bagus semangat kepada developernya ntar update kasih gampang hokinya kepada pemain pemula kayak saya makasih ya :),5,positif
Untuk login sinyal nya sekarang makin buruk. Padahal data lancar buat open game lainnya.!,2,negatif
"Game nya gapernah ngebosenin sarannya sih cuman kalo update dikit ajalah jangan sekali update langsung 9gb, thank you hoyovers",5,positif
akhir-akhir ini jaringan ping selalu diatas 400 padahal untuk game lain lancar saja,1,negatif
"BEST RPG GAME!!! Sebelumnya saya pakai hp kentang, vivo y15s, download genshin cloud, awalnya bisa antriannya, eh lama kelamaan full dong antriannya🙏 dan saya emosi langsung hapus apknya, 1 bulan kemudian ganti HP, saya pake hp ini, vivo v15, beli hp baru cuma buat main genshin hehe🙏 overall seneng banget sama genshin, grafiknya bagus dan bener bener open world, bisa menjelajah kemanapun, THANKYOU FOR DEVELOPER, GENSHIN IMPACT BEST GAME RPG FOR ME",5,positif
"Main udah 1 tahun tapi belum pernah dapet keqing & Jean. Malah dispam qiqi dehya. Emang game sialan, mana nih sistem fate point karakter kaya di HSR",1,negatif
"Mohon banget masukan sistem skip story untuk yg telat event quest, kadang gw kerja cape istirahat gak sempat ngerjain event, pas bisa, biasanya 2-1hari lagi quest berakhir karena story gak bisa di skip jd gak terkejar questnya",5,positif
"semuanya bagus, yang jelek sistem gacha nya doang. tolong balikin lagi sistem gacha senjata ke dulu bukan kek yang sekarang, yang sekarang kek anying hoyo",1,negatif
Overall bagus bet wajar lah kan emang game PC dan trimakasih genshin atas permainan yg menyenangkan saya dah pensi dah bermain lebih dari cukup saaatnya berpetualang mencoba game lainnya,5,positif
"Game type Open World yang bagus dan menarik dengan bertema anime dan gacha, cukup Free To Play Friendly dan setiap patch memiliki event2 baru yang memiliki reward yang manarik.",5,positif
"Didownload di HP bisa pas untuk unduh start game perlu 28rb MB memory jd gak kuat hpnya, kurang memory, kok perlu memory segede itu ya hmmmmm",4,positif
Game nya seru tapi ada bug yg menurut ku sedikit menganggu saat loading yg stuck di memeriksa update tolong cepat di fix,3,negatif
"Apalah hoyopers gw ga bisa masuk kocak stuck di bacaan memeriksa update terus padahal jaringan lancar kuota ada ram masih banyak banget, ga tau ini bug atau emang dari hp gw, masa iya hp poco x3 dengan internal 256 dan itu sisanya banyak banget ngga kuat buat maen genshin, pliss lah kalo itu bug benerin secepatnya dan tolong kasih kompensasi (kalo bug). Makasih hoyovers semoga cepet di respon gw ga suka Dev yg res nya lama, sementara gw kasih *1",1,negatif
"Opsional( turunin penyimpanan sama optimalisin sinyal sama frame rate nya, sini pengguna hp kentang menangis melihat update genshin yang sekalinya update bisa 5 gb sendiri, tolong ya mihoyo, semoga dibaca",5,positif
"Game ini overall bagus, story nya asik, karakter nya menarik, kurangnya ya ukuran game yg besar, terutama buat yg punya storage kecil. Intinya Genshin Impact bagus.",5,positif
Game nya bagus bgt HD juga ada story nya dan lain²nya,5,positif
"Mantab sih cuma kalo soal Wi-Fi atau kuota nya selalu kuning Mulu, bisa"" ulang lagi",5,positif
Bagus sih gamenya agak ngelek dan update besar sekali terlalu banyak gb sampai menghabiskan memori saya,5,positif
Sangat bagus.. tingkatkan terus biar lebih menarik lagi bwt kedepannys,5,positif
"sejauh ini oke sih... tp gatau knp kalo pake wifi pas masuk/keluar domain, pingnya tiba² merah 500+. trus kalo wifinya di mati trus idupin ulang balik ke kuning lg pingnya padahal sebelum nge domain lancar² aja...",4,positif
"Seru banget,grafiknya juga hd , tapi untuk data gamenya tolong diperkecilin sedikit",5,positif
"Game play bagus,cuma rada kasihan sama si MC,datang ke isekai buat nyari saudaranya malah jadi babu di Teyvat.",5,positif
Tolong di perbaiki sering stuck di loading memeriksa update ini Kenapa update udah di update setiap saat bisa stuck kenapa ini mohon pencerahannya,4,positif
Tolong quest untuk masih pemula jangan terlalu susah karna saya baru memainkan game ini quest nya sangat susah,4,positif
game nya bagus dan sesuai overall nya tapi saran saya untuk penyimpanan gb mohon di kurangin sedikit agar player nambah rame lagi terimakasih developer pokoknya ni game the best lah👍👍,5,positif
Game rpg open world impian semua orang namun hanya orang-orang tertentu yg menggunakan device terkini yang bisa memainkannya tanpa hambatan,5,positif
"Update malah bug, teks damage gk ada oii mihoyo benerin update malah dibikin berat makin kurang minat yg main nya klo gamenya berat taekkk",1,negatif
"Game nya sangat baik, seru lagi, semangat buat developer nya, semoga bisa berkembang menjadi lebih baik lagi.",5,positif
Game fav tahun ini saya terhibur ketika bermainkannya waktu luang maupun sedang kerja sekalipun haha seru pokoknya saya menyukainya karna sangat relax💛,5,positif
Ada masalah di koneksi padahal koneksi hp saya bagus tapi koneksi in game merah terus,4,positif
"Gamenya bagus, karakternya unik unik, storynya juga bagus,mungkin saran saya untuk adventure ranknya yang mungkin dimudahkan.Overrall bagus semua kok",4,positif
"Buat story lumayan baguslah dan mulai dari segi grafis dll juga sangat bagus, dan saya berharap game ini bisa terus berkembang lebih sangat baik lagi",5,positif
"Tolong atasi bug yang sering saya hadapi, kendala saat bermain tiba2 force close sehingga pengalaman bermain saya kurang menyenangkan.. terimakasih.",3,negatif
tolong ini kenapa aku baru download lama bngt pas download data nya wktu baru login yaaaaa pke data lemot pke wifi juga lemot,4,positif
Buat grafiknya bagus cuman kalau mau masuk harus kata sandi email jadinya jadi ribetnya itu masa iya harus pusing-pusing kalau lupa gimana Terus juga masuknya ngeri Beti banget jadi aku kasih bintang 2 karena pusing cara masuknya😅🥲🤬😡😭,2,negatif
Semua nya seru banget dan cocok buat orang yang suka anime tapi....... 1.apakah saat mabar betul-betul harus rank adventure 16 ya? 2.aku saranin offline bayar atau tidak terserah 3.dapetin karakter jangan lewat gacha doang yang bagus buat toko karakter yang banyak,4,positif
"Game nya sangat seru, grafiknya bagus jadi tidak bosen untuk memainkannya",5,positif
Artefak naiknya flat def sama deff % mulu drop nya juga kebayakan deff ini developer emamg sengaja deff nya di prioritas kan buat playernya agar lama main game ini.,1,negatif
"Game asw se engga nya klo gacha ampas slalu kalah rate off, minimal klo arte itu 160 resin sehari ya worth lah ga ketang sebiji kek. Ini udh gacha kalah rate off muluk arte busuk, ga ad guaranted nya sama sekali. Lu ga tau banyak player yg main pke HP buat spiral kesusahan klo ga di dukung arte yg bagus. Tunggu aja lu karma pasti ada lu bikin sengsara player dasar game pelit.",1,negatif
"Ga ad yg bgs dri game ny,loading nya hrs 2 hari,ngebosenin,bkin hp penuh memory Rating 0/10,tlong Dong klw buat game itu loading nya g hrs 2 hrian,",1,negatif
"Game sangat bagus dari grafik,levelling karakter dan lainya tapi kalau mau main bikin akun baru sangat membosankan karena harus melihat cutsene dan dialog yang sama tolong developer update kedepannya tambahan skip cutsene dan dialog agar bisa memainkan gamenya dengan sangat nyaman.untuk levelling karakter dan senjata level tinggi statnya naiknya tidak terlalu signifikan terlalu sedikit padahal nyari item setengah mati karena drop item sangat sulit didapatkan tolong developer segera perbaiki!!",5,positif
"Tolong ini kenapa mihoyo, pas login ngestak di ""memeriksa unduhan"" udh gitu lama lagi nungguin nya gimana gw mau login kalo kek gitu terus",1,negatif
Sekarang sering mengalami kendala tidak bisa log in padahal penyimpanan masih mumpuni,2,negatif
"Pingnya merah terus padahal aplikasi lain lancar tanpa kendala. Pengen pake vpn buat ngatasin ping merah tapi takut di banned karena pake aplikasi pihak ke 3. Mau ngeluarin elemental reaction jadi susah gegara lag, padahal game nya dah bagus banget sampai masalah ini teratasi saya kasi bintang 2 dulu aja ya. Kalo udah beres baru saya naikin thank you... Ok pingnya dah kuning aj sekarang jd bintangnya sya naikin lg 2 biji seandainya bisa ijo terus pst lbih bagus",5,positif
"Bintang 4 dulu karena baru main Terlalu berat buat hp mid end harusturunin grafik biar no lag, terlalu berat download datanya bagus nya di bagi kayak game sebelah!",4,positif
"Baru mau coba download, tapi kasi aja bintang 5 untuk tampilan nya bikin ke inget game lost saga waktu Pertama kali main game di warnet😭",5,positif
"saya main sudah 4 bulan tidak ada kendala, saat saya main lagi kok nge stuck di ""memeriksa update""? padahal penyimpanan saya masih banyak dan memori juga. sudah saya update di play store masih belum bisa dibuka..",1,negatif
"Min kenapa update 4.2.1 untuk android malah jadi sering ngestak di login game?berkali"" gua kekgitu gk bisa masuk, padahal jaringan stabil",5,positif
"Hampir ada update tiap hari, ini benar benar menyebalkan, mau main tapi harus download dulu terus.. lama !!!!",1,negatif
Tolong perbaiki masalah download data yang lama!!! Saya harus menunggu berjam-jam dengan menggunakan Internet sendiri!!!,1,negatif
"Terimakasih genshin impact karena telah banyak mengajarkan aku arti dari kekalahan ketidak beruntungan dan terasingkan juga rasa tidak di cintai, karena game ini aku sudah terlalu banyak merasa kesedihan karena tidak pernah mendapatkan keberuntungan dalam gacha, dan menyadarkan ku bahwa berharap pada suatu hal yang tidak pasti itu sangatlah bodoh, sekali lagi terimakasih atas penderitaan yang diberikan oleh game yang begitu saya cintai ini🙇",1,negatif
Maaf mau nanya di hp ku kok gak bisa di mainin yaa Selalu muncul maaf penyimpanan tidak cukup Padahal masih sisa 70gb lo,2,negatif
"Lumayan bagus lah game ini, kalau bisa dibuat otomatis nya jalan sendiri biar lebih seru",4,positif
Bagus banget ya tapi sayangnya pas baru download itu loh loading nya lama banget sampai 4 hari ku tungguin tapi overall bagus lah tingkatkan terus,5,positif
"Akhir-akhir ini log-in GI selalu stuck di loading, mau ganti akun juga nga bisa Gonta ganti jaringan wifi/data juga sama, ini kenapa ya?, kalau masalah performa hp ya, 3 bulan yg lalu ganti hp buat main genshin grafik sedang 60fps, main udah 3 bulanan aman aman aja, tapi hari ini tiba-tiba stuck di loading, kirain lagi ada maintenance jadi biarin tunggu 10 jam lebih log-in lagi tetap stuck, masa ia hp Xiaomi 12T main genshin grafik sedang 60fps tiga bulan udah ga mampu main? Udah 3thn loh main",2,negatif
"quest di fontaine terlalu panjang jdi kurang enjoyable dan malah bikin males main, mekanismenya juga terlalu ribet jadi males explore",5,positif
"Bagus semua kok keren grafik enak di lihat/dipandang jaringan lag juga ga terlalu lag amat kok gua aja sering kuning merah ,merahnya itu ga lag parah kayak lag charnya ga bisa di ganti doang sihh tapi paling malesnya di gacha 😮‍💨",5,positif
"Gamenya sudah bagus, cuma permasalahannya ada di Gacha, kenapa ada akun yang selalu soft pity, dan ada akun yang selalu hard pity??, ini membuat beberapa player merasa bahwa Mihoyo pilih kasih",1,negatif
"Gak bisa main lagi gara2 butuh memori yang sangat beeesssaaarrr, apa harus ganti hp ???",2,negatif
"Grafik bagus banget cerita menarik terutama story cerita setiap karakter ada yang lucu ada bikin kesel, ada juga bikin orang sedih dan ada juga buat orang salah tingkah karena cerita. terutama map juga luas bagaikan keliling dunia di dunia fantasi.",5,positif
"Gamenya bagus dan cocok untuk dimainkan, dari ceritanya dan grafiknya serta karakter yang bagus, pokoknya complete",5,positif
"seru game nya,bisa dapet teman dari luar negeri,cuman makan banyak penyimpanan,tapi gak papa,aku suka the best deh pokoknya!!!👍👍",5,positif
"Game kesayangan, grafiknya bagus bgt tp karna device tak memupuni jdi sy rata kanan, tp gapapa, dari segi grafik ya oke lah, tp dari segi quest dan lore tuh mantap banget, sampe kadang ngerjain quest tuh suka merinding saking terpukau dan saking masuknya perasaan ke story nya (apalagi quest 'kita akan bertemu lagi' pas patung the seven yg dibalik itu bikin merinding, oh ya, HOYO BAIK DIKIT LAHHH MASA W DAH NABUNG EH MALAH KE SPOOK 😁❗",5,positif
Ada bug saat ingin pindah akun terjadi di screen loding yang dimana gambar screen loding tidak tampil.. Saya sdh tunggu beberapa saat tapi tetap saja seperti itu mohon di perbaiki,2,negatif
until player baru tolonglah gengsinh jng update mulu harusnya Ada vitur tunda update untuk plyer baru quest yg awal aja belum udh update lagi,4,positif
"Game nya bagus tapi kenapa ping nya selalu jelek, susah buat explore. Dulu awal main suka banget tapi makin lama mulai kesal kalau main ni game karna jaringan selalu ngelag padahal jaringan di sini bagus"" aja.",3,negatif
Makin lama main game nya kalo mau draw rate on ato rate of pasti dapat di hard pity terus gak asik,1,negatif
"Game rusak jaringan 4g full youtube tiktok lancar main game lain lancar main ni game ping 500-600 parah, bolak balik memeriksa update lgi mana loading nya lama",1,negatif
Semoga Update seterusnya Ceritanya Semakin Menarik Kualitasnya Juga Makin Baik dan tambahan fitur lainnya,5,positif
Saya Rating sendiri ini game yang sangat bagus untuk seperangkat mobile karena belum ada game yang sebagus ini slama ini di mobile kecuali genshin impact Hehe boleh gak kasih furina 😁😁😁,5,positif
hallo hoyoo ini saya lagi download genshin kok selalu naik turun ya saat download dari 1mb/0kb padahal koneksi saya bagus saya coba download apk lain kecepatan nya 1mb per detik kan aneh....,1,negatif
Aku suka sama gamenya cuman knpa di quest tertentu lag trus jadi macet gk bisa udh direstart hp nya kalau ulang quest/dominan gk bisa juga padahal hp ku 8/124 Sedih rasanya🥲,3,negatif
"game nya bagus, memang sih asik.. plus quest archontol nya keren"" ,cuma yg bkin kecwa byk bug nya:< kayak.. : -no grass,no ice, no text damage -sering ngelag"" ,ngeframe -pas mau masuk domain quest semua layar jd hitam, gabisa main.. ini hp ku atau emg game nya yg bermasalah? btw hp ku infinix hot30i. pls gmn cara ilangin bug nyaaa huhuuuu :( ,udh gonta ganti hp biar dpt grafik yg bagus malah gabisa""...",3,negatif
"Hyoverse sejahat itu ya sama aku? Masa aku Selalu dikasih pity merah dan kalah rate off? Aku kalah rate off 8x berturut"", dan itu pity nya diatas 85 semua. Kenapa aku gak pernah menang rate off? Sekalinya rate on selalu dikasih pity 87 keatas 😭. Aku capek main genshin sampe 13 jam. Tapi hasilnya sia². Aku cuma player f2p yang gapernah top up, beli BP, apalagi welkin. Tolong lah hoyoverse kasih aku karakter *5 di soft pity. Kok hoyoverse jahat banget sih.",1,negatif
"Gamenya bagus banget,terutama lore nya itu keren,cuma ada beberapa hal yang harus diperbaiki misalnya akun saya suka ke log out sendiri 🙏",5,positif
Gamenya Bagus Banget Dari Segi Mana Pun Tapi Tolong Dong Masalah Jaringan Di Perbaiki Kadang Suka Lag Pas Battle Dan Pas Dialogue Kadang Suka Disconnect Dan Harus Mulai Dari Awal Lagi Itu Masalah Yang Sepele Tapi Ngeselin Mohon MiHoyo Segera Memperbaiki nya Terima Kasih,4,positif
Hoyofest tolong banget nih memang sih bagus tapi penyimpanan nya terlalu besar jadi tolong dong kalo update jangan besar besar memo nya,4,positif
"Game nya bagus, tapi kadang suka lag, mungkin ini dari hpku sendiri, tapi grafiknya keren dan nyaman untuk dimainkan",5,positif
Kok aku gak bisa main ya padahal penyimpanan udah aku koaongkan tapi aku coba lagi tetep gak bisa harus ngapain sih?,1,negatif
"Game dan grafik bagus , tapi tidak dengan quest nya 😌",5,positif
"Saya suka game nya seru,dan menyenangkan. Tapi ada yg saya gk suka mengunduh data nya lama sekali saya harus nunggu sampai malam baru bisa dimainkan",5,positif
"Pas awal main seru seru aja tpi pas nyentuh Ar 45 bakal susah bgt nyari resin,karena buat build char dri Arte,senjata,talent,dll jdi mungkin plis bgt resin dibanyakin kyk 300/300 dan buat nyari fragil resin susah bgt,skrng genshin udh ga kemain grgr gatua jg mau ngapain,fragil abis,gbs buat farming,Primo pun abis,gbs buat acsend ar grgr resin udh abis sama fragil..padahal resin tuh butuh bgt buat Ar 45/45+ nyari material apa gitu udh gbs berakhir malah pensi,plis hoyo dibikin gampang resin tuh .",3,negatif
Dari segi grafik udah bagus banget Cuman yang kurang itu gacha nya aja gua sebagai pemain pemula jarang banget dapet char bintang 5,5,positif
"Game nya seru, tapi semakin lama update nya besar, hp jadi agak patah2 apa lagi pas war suara game nya ngeframe, patah2 juga klo musuhnya banyak, diringan kan dong game nya kaya ghensin impact cloud, pengen download ghensin impact cloud, tapi mau daftar nya pakai antri, klo gak pakai begituan juga aku langsung download tuh game, satu lagi... Klo misalnya game ghensin impact cloud udh gak pakai antri lagi, bikin gamenya bisa pakai akun ghensin impact ori dong biar gak susah2 amat, itu aj si TQ..",4,positif
"Game bagus, open world. dan grafiknya cakep. Cuma sayang susah dapet primogems nya.",4,positif
"Aku suka sih,tapi tolong banyakin karakter gratis dan grafiknya harus lebih smooth",5,positif
"abis update jdi jelek bgt sih jaringannya? Jelas masih 100ms(normalnya) tb"" Diskonek lama bgt lagi... Plss fix",3,negatif
ini game yang bagus tapi tolong untuk pemula ditambah event sepert hadiahi login untuk pemula,5,positif
"Gamenya offrall bagus tapi pas di lobby disuruh download data gamenya, memori hpku gk muat soalnya cuma sisa 23 gb mau hapus file tapi gk rela:(",4,positif
"The Real open world,. Quest story nya bagus, namun susah mendapatkan characters yang di inginkan.. terlalu sering mendapatkan characters yang sama.. bahkan sudah c6 masih juga mendapatkan gatcha karakter tersebut.. membuang kesempatan percuma. Terlalu kesulitan/sedikit hanya untuk mendapatkan material upgrade.",5,positif
"Game nya bagus, grafisnya juga bagus, klo bisa update lagi grafiknya biar lebih bagus",5,positif
Tingkatkan untuk mendapatkan Artefak yang bagus soalnya sangat sulit untuk mendapatkan yang bagus ☝️😁 stress nge domain cuma dapet Arte sampah selama 2 bulan lebih,5,positif
"Kok gak bisa ya, padahal udah di hapus banyak foto foto di galeri. Coba diperbaiki gimana gitu, Hoyoverse.",3,negatif
Sangat dinamis grafik dan alur ceritanya. Namun game ini agak susah juga. Dapatkan info. Krn terlalu banyak.,5,positif
Sangat ramah penyimpanan sih bagi device yg ram 4 ke bawah 💀💀💀💀,5,positif
"Dari game ini yang paling saya sukai yaitu story dari game nya,storynya menarik di tambah grafik dan gameplay yang menarik,tapi sayang game ini tidak ramah untuk pengguna hp yang kentang seperti saya:), Tambahan: Akhir2 ini saya tidak bisa masuk game nya kenapa ya?,setiap sudah masuk selalu stuck di element geo ketika sudah selesai loading nya malah ngehang,hp saya sampai di restart berkali-kali tapi masih tidak bisa,",2,negatif
Ada in skil 3 yang bisah beruba bentuk seperti tartaglia yang bisa berubah heydro jadi electro berubah tapi ga bisa cuma boss nya doang dan juga EI bisah dan keqing bsahin membawah panah,5,positif
Tolong di optimalkan bagian menu party kadang framedrop di fontain . Mediatek g90t,5,positif
"Game paling mantep menurut gw, soalnya game ini open world, fantasy,dijamin gak bosen main nya dah.Walau size-nya 27 gb-an. Sekian terima kasih(dah bintang 5 lhoo)",5,positif
"Akun gua ga bisa login gua daftar pake akun mihoyo, malah kena bug ( terlalu banyak permintaan ) tolong lah di benahin bug nya",1,negatif
"Gw tadi ada beli Genesis crystal yg 980(Rp.283.050) gw dah bayar nih lwat M-banking, cuman pas balik ke game nya no respon samsek, pas gw mau cek lgi, harus transaksi ulng sedangkan saldo M-banking gw dah kepotong dan Genesis crystal nya blm masuk......",3,negatif
Untuk akses internet nya di benerin lagi dong terutama saat sedang di mode cop up,5,positif
Yang gua seneng sama tim genshin ketika update tuh hampir minim bug sama server reconnect ga kaya HSR update gede isinya bug sama sering reconnect malah seperti ga ada yg berbeda,5,positif
"Game nya keren, visual nya mantap banget, keren",5,positif
Jarang jarang bisa betah maen game open world. Sistim non pvp buat saya yg kategori low spender bisa menikmati game ini tanpa perlu insecure sama whaler..,5,positif
"Menurut ku sih sudah bagus, tapi hoyoverse tolong di fix bug quest ayaka yang lagi nyanyi dan menari ya",4,positif
"Gamenya bagus, udah 2 bulan mainin ini game... Ceritanya seru, apalagi di update map fontain kita bisa eksplorasi bawah laut. Mantap dah pokoknya.",5,positif
"Gamenya padahal bagus, cuman dimainkan 2 hari doang bisa sisanya katanya bug",1,negatif
"Untuk gameplay dan grafis gak ada tanding,,, cuman lama 2 bosen mainnya...",5,positif
"Gamenya udh bagus si,grafiknya juga cuman minus nya sering loading selama main padahak jaringan lancar²aja trus isi data nya 30gban",4,positif
"Game adventure paling seru dan bagus untuk dimainkan, dan semoga saja gachanya dinaikkan kedapatannya",5,positif
Game nya bagus grafiknya oke juga tapi juga seru pertualangannya bikin agak candu tapi ngak terlalu,5,positif
"Game ini sangat bagus dan menarik untuk di download, Hanya saja untuk map dan lain sebagainya agar lebih di perbesar dan juga di perluas agar kami para player tidak bosan untuk menunggu update patch yang akan datang. Tetapi game ini memang tipe untuk Menenangkan pikiran dan hati Karna Backsound yang indah dan merdu untuk di dengar",5,positif
Gacha gw jelek banget padahal udah keluar duit banyak. Kecewa gw padahal mau banget char yang gw pengen jadi gw kasih b1 untuk selamanya,1,negatif
"Woi hoyo game nya optimasi nya lebih ketat biar hp kentang gw nyaman main, atau kasih fitur apa kek gitu yg ga ngorbanin setingan grafis",3,negatif
"Tolong perbaiki bug Freeze stuttering, sejak update 4.2 , smartphone saya sering stuttering, settingan grafik Medium 30 fps, chipset Snapgragon 8+ Gen 1, gak lucu spesifikasi High ngelag.",1,negatif
Developer tolong tambahin fitur cancel animasi elemental burst. Terima kasih,4,positif
"pake poco X3 Pro Ram 6/128 yg sudah di Root performanya diatas SD 870 , Gokilll abis grafik nya Highest Dapat diatas 90fps seperti PS4 Pro : )",5,positif
Tolong ditambahkan fitur pendukung gamepad / controller untuk pengguna mobile phone,5,positif
"Story 4.2 dan musik nya keren, jadi ga nyesel comeback maen genshin lagi, semoga kedepannya keseruan bermain genshin bisa dipertahananin",5,positif
"Ping genshin impact kenapa makin kesini makin buruk ketika berpapasan dengan musuh/monster ping menjadi merah/999 dan kadang sering terpustus melakukan loading sendiri, tolong di perbaiki secepatnya karna membuat tidak nyaman saat bermain... Terimakasih.",3,negatif
"Damn....udah gk kerasa ni game udah gw mainin lebih dari 3 tahun,mulai main dari awal Oktober 2020 dan sampai sekarang walaupun dulu bolak-balik di hapus karna ruang penyimpanan tinggal sedikit/udah bosen tapi sekalinya mau main langsung ngehapusin bbrp file dan langsung download file gamenya soalnya spek dan memorinya cmn 4/64 gb hehe,edit: Alhamdulillah udah dari bulan Desember 2022 udah bisa beli hp dengan spek lebih tinggi biar bisa mainin game ini walaupun pakai duit ortu hehe",5,positif
"Game sudah sangat bagus, tpi saya menyarankan batas resin ditambah sperti honkai star rail dan resin jngan terlalu lama, mungkin bisa 6 menit juga",5,positif
Untuk genshin kalau bisa di buat versi lite nya agar orang2 yang ga bisa main karena internal terbatas bisa bermain dan juga untuk pengurangan data upd. 😄,5,positif
"Tolong lah udah upgrade besar dan menguduh data besar juga mau habisin memori telepon apa , emang saya download game ini doang, saya punya game yang lain juga dan hp saya tidak ada slot memori langsung memori internal ,jadi semua memori internal... game lain update tidak banyak ambil GB tapi game ini doang banyak banget",3,negatif
Seru sekali rasanya game realistic ditambah petualangan luar biasa!,5,positif
Update 4.2 lama banget padahal sinyal bagus buat download lainnya parah,2,negatif
Setelah di update nggk bisa masuk lg. Payah. Download udah puluhan GB SANGAT MENGECEWAKAN,1,negatif
"Update terbaru mulai sering ngebuk, kalo udah carakter nyangkut udah gak bisa keluar lg, yg paling kesel ketika nyelesain domain, kalo udh nyangkut carakter nya mesti balik ke awal lg",3,negatif
"TCG Invocation adalah mini game yang sangat tidak seru, buang-buang waktu serta hadiah yang sangat sedikit dan juga faktor kemengan bukan murni 100% skill tapi keberuntungan dan sepertinya musuh selalu jauh lebih beruntung daripada pemain.",2,negatif
"Saya punya saran untuk genshin: Berikan pilihan settingan ui sederhana agar eksplorasi lebih terasa nyata, berikan fitur pause and save story, mount (tunggangan),",5,positif
"Gamenya bagus, cuma ngedownload data nya terlalu banyak, kasian yang mau main genshin tapi gapunya data cukup kan gaenak mau nyoba malah kehabisan data. Ini aja aku nunggu selesai mendownload data sambil main c.ai + denger sportify😁",5,positif
"Game nya gak ngebosenin, ditambah lagi grafiknya yg luar biasa keren, sejauh ini ini yg paling isekai. Tapi menurut aku, terlalu ribet dan agak susah kalo mau lanjutin quest harus naikin level advanture nya. Yg jadi masalah buat aku itu, jarak antar level advanture dari quest satu ke quest lainnya itu TERLALU JAUH. Setidaknya kasih beda 2 atau 3 level aja. Lah ini ada quest yg sampe beda 5 level dari sebelumnya. Oh iya sama bisa gak dibikin bisa mabar/party tanpa mandang level dunia?? TOLONG YAA",4,positif
"Ini gimana ya? Kok di perangkat saya animasinya hitam semua gaada apa apa, karakter dan tanahnya jadi hitam? Apa gamenya emg gabisa di perangkat ini atau ada error game buat perangkat ini? Tolong ya",2,negatif
Saya harap kapasitas resin ditambah serta kecepatan pengisian resin nya dipercepat dikarenakan adanya update seperti boss baru jumlah maksimal resin yang sekarang agak kurang ditambah lagi dengan kecepatan pengisian resin yang menurut saya cukup lama,5,positif
Aku ingin memiliki game ini dalam mode offline. Karna sangat besar filenya. Saya takut hp saya tdk akan mampu lagi menampungnya. Saya ingin memainkan game ini secara offline. To dev: mohon sediakan kami mode offline utk kami yg senang menjelajah map. Terimakasih dev.,4,positif
Game nya bagus grafik nya juga bagus banget cocok buat di mainin apalagi dunianya luas jadi bisa berjelajah ke manapun yang di inginkan,5,positif
